tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Omregistrering,tabled_Innskudd,tabled_Bilen står i,tabled_Salgsform,tabled_Forrige pris,tabled_Avgiftsklasse,tabled_Antall eiere,id,tabled_Vekt,price,title,place,tabled_Årsavgift,tabled_CO2 utslipp,tabled_1. gang registrert,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Hjuldriftnavn,tabled_Interiørfarge,tabled_Antall dører,tabled_Str. lasterom,tabled_Drivstoff,tabled_Reg.nr.,tabled_Girkasse,tabled_Antall seter,tabled_Fargebeskrivelse,tabled_Km.stand
,,,,,1569,,,,,,,98507195,,13219,Volvo 850,7033 Trondheim,Inklusiv,,,,11650,,,,,,,,,,
,,,,,6064,,,,,,,98508576,,359900,Ford Kuga,7047 Trondheim,Ikke inklusiv,,,,353836,,,,,,,,,,
,,,,,6064,,,,,,,98508023,,278900,Mazda CX-5,7600 Levanger,Inklusiv,,,,272836,,,,,,,,,,
,,,,,3660,,,,,,,98505530,,79000,Mitsubishi Lancer,6445 Malmefjorden,Inklusiv,,,,75340,,,,,,,,,,
,,,,,1987,,,,,,,98508549,,419000,Nissan Navara,5535 Haugesund,Inklusiv,,,,417013,,,,,,,,,,
,,,,,6064,,,,,,,98508545,,229000,Skoda Octavia,7820 Spillum,Ikke inklusiv,,,,222936,,,,,,,,,,
,,,,,1569,,,,,,,98508529,,59900,Volkswagen Passat,4306 Sandnes,Ikke inklusiv,,,,58331,,,,,,,,,,
,,,,,6064,,,,,,,98508517,,899000,Mercedes-Benz GLE,0661 Oslo,Inklusiv,,,,892936,,,,,,,,,,
,,,,,3660,,,,,,,98508474,,198660,Volvo S80,3736 Skien,Inklusiv,,,,195000,,,,,,,,,,
,,,,,3660,,,,,,,98508466,,94900,Mazda 6,1529 Moss,Ikke inklusiv,,,,91240,,,,,,,,,,
,,,,,3973,,,,,,,98508494,,179000,Toyota Yaris,2619 Lillehammer,Ikke inklusiv,,,,175027,,,,,,,,,,
,,,,,3973,,,,,,,98508460,,179000,Toyota Yaris,2619 Lillehammer,Ikke inklusiv,,,,175027,,,,,,,,,,
,,,,,6064,,,,,,,98506245,,249064,Mitsubishi Outlander,3735 Skien,Inklusiv,,,,243000,,,,,,,,,,
,,,,,1255,,,,,,,98508411,,139000,Toyota,2040 Kløfta,Ikke inklusiv,,,,137745,,,,,,,,,,
,,,,,3660,,,,,,,98507490,,149900,Honda CR-V,3036 Drammen,Ikke inklusiv,,,,146240,,,,,,,,,,
,,,,,1569,,,,,,,98452947,,75000,Toyota MR2,4352 Kleppe,Inklusiv,,,,73431,,,,,,,,,,
,,,,,6064,,,,,,,98508390,,339000,Volvo V70,1360 Fornebu,Ikke inklusiv,,,,332936,,,,,,,,,,
,,,,,6064,,,,,,,98508365,,369000,Volvo V70,1360 Fornebu,Ikke inklusiv,,,,362936,,,,,,,,,,
,,,,,1569,,,,,,,98508428,,120569,Mitsubishi Pajero,3610 Kongsberg,Ikke inklusiv,,,,119000,,,,,,,,,,
,,,,,3660,,,,,,,98508398,,329000,Toyota RAV4,2619 Lillehammer,Ikke inklusiv,,,,325340,,,,,,,,,,
,,,,,1569,,,,,,,98507967,,49000,Mercedes-Benz S-Klasse,4055 Sola,Inklusiv,,,,47431,,,,,,,,,,
,,,,,3660,,,,,,,98508356,,118000,Toyota RAV4,2619 Lillehammer,Ikke inklusiv,,,,114340,,,,,,,,,,
,,,,,3660,,,,,,,98508064,,199000,Volvo V60,4014 Stavanger,Inklusiv,,,,195340,,,,,,,,,,
,,,,,6064,,,,,,,98508258,,449000,Mazda CX-5,3735 Skien,Ikke inklusiv,,,,442936,,,,,,,,,,
,,,,,3660,,,,,,,98508303,,119500,Volkswagen Golf,3170 Sem,Ikke inklusiv,,,,115840,,,,,,,,,,
,,,,,6064,,,,,,,98508282,,364000,Toyota RAV4,2619 Lillehammer,Ikke inklusiv,,,,357936,,,,,,,,,,
,,,,,3660,,,,,,,98508254,,284000,Toyota RAV4,2619 Lillehammer,Ikke inklusiv,,,,280340,,,,,,,,,,
,,,,,1255,,,,,,,98508241,,278000,Toyota HiLux,4050 Sola,Ikke inklusiv,,,,276745,,,,,,,,,,
,,,,,Inklusiv,,,,,,,98508271,,21000,Mazda Premacy,3027 Drammen,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,92672058,,78660,Ford Focus,3050 Mjøndalen,Ikke inklusiv,,,,75000,,,,,,,,,,
,,,,,6064,,,,,,,98508204,,369000,Volvo V70,1360 Fornebu,Ikke inklusiv,,,,362936,,,,,,,,,,
,,,,,3973,,,,,,,98508226,,259000,Peugeot 308,9325 Bardufoss,Inklusiv,,,,255027,,,,,,,,,,
,,,,,1987,,,,,,,98508187,,679000,Toyota Land Cruiser,2619 Lillehammer,Ikke inklusiv,,,,677013,,,,,,,,,,
,,,,,3660,,,,,,,98084957,,118660,Kia Cee'd,7036 Trondheim,Inklusiv,,,,115000,,,,,,,,,,
,,,,,1569,,,,,,,93296932,,17569,Kia Picanto,3264 Larvik,Inklusiv,,,,16000,,,,,,,,,,
,,,,,6064,,,,,,,98508179,,228000,BMW 1-serie,1711 Sarpsborg,Ikke inklusiv,,,,221936,,,,,,,,,,
,,,,,3660,,,,,,,98508128,,285000,Subaru Forester,2619 Lillehammer,Ikke inklusiv,,,,281340,,,,,,,,,,
,,,,,1569,,,,,,,98501069,,41569,Volkswagen Caravelle,4993 Sundebru,Ikke inklusiv,,,,40000,,,,,,,,,,
,,,,,3973,,,,"136 000,-",,,96127947,,129000,Ford Fiesta,4340 Bryne,Ikke inklusiv,,,,125027,,,,,,,,,,
,,,,,6064,,,,,,,98508057,,349000,Toyota C-HR,2619 Lillehammer,Ikke inklusiv,,,,342936,,,,,,,,,,
,,,,,1046,,,,,,,90316668,,66046,Mercedes-Benz Sprinter,1816 Skiptvet,Inklusiv,,,,65000,,,,,,,,,,
,,,,,1569,,,,,,,92249377,,10569,Volkswagen Passat,1349 Rykkinn,Ikke inklusiv,,,,9000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98505882,,73000,Ford Taunus,6422 Molde,Inklusiv,,,,,,,,,,,,,,
,,,,,3973,,,,,,,98507069,,299900,Suzuki Vitara,7041 Trondheim,Inklusiv,,,,295927,,,,,,,,,,
,,,,,6064,,,,,,,98277617,,325000,BMW i3,5232 Paradis,Inklusiv,,,,318936,,,,,,,,,,
,,,,,1569,,,,,,,98434919,,14999,Volkswagen Golf,5232 Paradis,Ikke inklusiv,,,,13430,,,,,,,,,,
,,,,,1255,,,,,,,98508034,,249255,Volkswagen Amarok,7504 Stjørdal,Inklusiv,,,,248000,,,,,,,,,,
2002,"5,3 l",Grønn,273 Hk,SUV/Offroad,,,,Auksjon,,Personbil,,98508048,2 445 kg,73046,Chevrolet Tahoe,3170 Sem,,,,Firehjulsdrift,,,,5,,Bensin,PP43500,Automat,3,Grønn,1 km
,,,,,3660,,,,,,,98508042,,232000,Mitsubishi ASX,1396 Billingstad,Ikke inklusiv,,,,228340,,,,,,,,,,
,,,,,3660,,,,,,,98507905,,289000,Subaru Outback,5229 Kalandseidet,Inklusiv,,,,285340,,,,,,,,,,
,,,,,3660,,,,,,,98507925,,149900,Nissan Qashqai,2642 Kvam,Inklusiv,,,,146240,,,,,,,,,,
,,,,,1255,,,,,,,98507945,,189900,Hyundai Santa Fe,1521 Moss,Ikke inklusiv,,,,188645,,,,,,,,,,
,,,,,6064,,,,"219 000,-",,,96126616,,209000,Ford Focus,4340 Bryne,Ikke inklusiv,,,,202936,,,,,,,,,,
,,,,,1987,,,,,,,98507935,,155000,Volkswagen Caddy,0283 Oslo,Ikke inklusiv,,,,153013,,,,,,,,,,
,,,,,6064,,,,,,,98507991,,448000,Mercedes-Benz GLA,4050 Sola,Ikke inklusiv,,,,441936,,,,,,,,,,
,,,,,3660,,,,,,,98506312,,109000,Mercedes-Benz C-Klasse,3271 Larvik,Inklusiv,,,,105340,,,,,,,,,,
,,,,,6064,,,,,,,98507888,,769000,Volvo V90,1360 Fornebu,Ikke inklusiv,,,,762936,,,,,,,,,,
,,,,,6064,,,,"225 000,-",,,96123293,,212000,Ford Focus,4340 Bryne,Ikke inklusiv,,,,205936,,,,,,,,,,
,,,,,6064,,,,,,,98507911,,249000,Volvo V40 Cross Country,2320 Furnes,Inklusiv,,,,242936,,,,,,,,,,
,,,,,3973,,,,,,,98507879,,219000,Audi A3,0604 Oslo,Ikke inklusiv,,,,215027,,,,,,,,,,
,,,,,6064,,,,,,,98507877,,279900,Ford Focus,5068 Bergen,Ikke inklusiv,,,,273836,,,,,,,,,,
,,,,,1569,,,,,,,98507794,,39900,BMW 5-serie,1624 Gressvik,Inklusiv,,,,38331,,,,,,,,,,
,,,,,1569,,,,,,,98488715,,26569,Audi A4,0957 Oslo,Ikke inklusiv,,,,25000,,,,,,,,,,
,,,,,6064,,,,,,,98507804,,639000,Volvo V90,1360 Fornebu,Ikke inklusiv,,,,632936,,,,,,,,,,
,,,,,2614,,,,,,,98507759,,89000,Kia Cee'd,7000 Trondheim,Inklusiv,,,,86386,,,,,,,,,,
,,,,,3660,,,,,,,98507738,,368000,Jaguar XF,4050 Sola,Ikke inklusiv,,,,364340,,,,,,,,,,
,,,,,Ikke oppgitt,"50 000,-",,,,,,98505554,,4488,Audi A4,0604 Oslo,,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98507755,,94900,Toyota Aygo,2321 Hamar,Ikke inklusiv,,,,92286,,,,,,,,,,
,,,,,3660,,,,,,,98506859,,129800,Volvo V50,2069 Jessheim,Ikke inklusiv,,,,126140,,,,,,,,,,
,,,,,2614,,,,"129 000,-",,,92633889,,123000,Ford Fiesta,4340 Bryne,Ikke inklusiv,,,,120386,,,,,,,,,,
,,,,,3660,,,,,,,98507673,,499000,Mercedes-Benz E-Klasse,1661 Rolvsøy,Ikke inklusiv,,,,495340,,,,,,,,,,
,,,,,3660,,,,,,,98507626,,357000,Mercedes-Benz E-Klasse,3170 Sem,Ikke inklusiv,,,,353340,,,,,,,,,,
,,,,,6064,,,,,,,98507641,,229000,Toyota Auris,2619 Lillehammer,Ikke inklusiv,,,,222936,,,,,,,,,,
,,,,,6064,,,,,,,98507622,,389000,Skoda Superb,4696 Kristiansand,Ikke inklusiv,,,,382936,,,,,,,,,,
,,,,,6064,,,,,,,98507553,,2199000,Porsche Panamera,5258 Blomsterdalen,Inklusiv,,,,2192936,,,,,,,,,,
,,,,,Ikke oppgitt,,,,,,,98507549,,235000,Mercedes-Benz A-Klasse,1540 Vestby,Inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,98507497,,195000,Mercedes-Benz Vito,2040 Kløfta,Ikke inklusiv,,,,193745,,,,,,,,,,
,,,,,3973,,,,"136 000,-",,,96571124,,129000,Ford Fiesta,4340 Bryne,Ikke inklusiv,,,,125027,,,,,,,,,,
,,,,,1987,,,,,,,98507481,,249000,Toyota Proace,2619 Lillehammer,Ikke inklusiv,,,,247013,,,,,,,,,,
,,,,,6064,,,,,,,98507499,,579000,Audi A4 allroad,0283 Oslo,Ikke inklusiv,,,,572936,,,,,,,,,,
,,,,,6064,,,,,,,98507476,,279000,Toyota Avensis,6415 Molde,Inklusiv,,,,272936,,,,,,,,,,
,,,,,3973,,,,,,,98507425,,229000,Peugeot 308 SW,2619 Lillehammer,Ikke inklusiv,,,,225027,,,,,,,,,,
,,,,,3973,,,,,,,98507435,,149000,Volkswagen UP!,3117 Tønsberg,Inklusiv,,,,145027,,,,,,,,,,
,,,,,3660,,,,,,,98507332,,199000,Volvo V40,1360 Fornebu,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,3660,,,,,,,98605681,,163660,Audi A6,4311 Hommersåk,Inklusiv,,,,160000,,,,,,,,,,
,,,,,1987,,,,"174 000,-",,,96586366,,164000,Ford Transit Connect,4340 Bryne,Ikke inklusiv,,,,162013,,,,,,,,,,
,,,,,3660,,,,,,,98507287,,109900,Mitsubishi Outlander,1718 Greåker,Inklusiv,,,,106240,,,,,,,,,,
,,,,,3973,,,,,,,98507267,,127777,Kia Picanto,7000 Trondheim,Inklusiv,,,,123804,,,,,,,,,,
,,,,,Fritatt,,,,,,,98507302,,639000,MINI Countryman,6018 Ålesund,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98221613,,40000,Honda HR-V,6710 Raudeberg,Inklusiv,,,,38431,,,,,,,,,,
,,,,,3588,,,,,,,98506962,,76588,Audi A3,7044 Trondheim,Ikke inklusiv,,,,73000,,,,,,,,,,
,,,,,6064,,,,,,,98507237,,289000,Volvo V40,1360 Fornebu,Ikke inklusiv,,,,282936,,,,,,,,,,
,,,,,3973,,,,,,,98507224,,219900,Suzuki Ignis,1617 Fredrikstad,Ikke inklusiv,,,,215927,,,,,,,,,,
,,,,,1538,,,,,,,76394902,,70538,BMW 3-serie,5211 Os,Inklusiv,,,,69000,,,,,,,,,,
,,,,,3660,,,,,,,98507156,,119000,Volvo V50,4016 Stavanger,Ikke inklusiv,,,,115340,,,,,,,,,,
,,,,,2614,,,,,,,98507147,,178900,Hyundai ix20,5527 Haugesund,Ikke inklusiv,,,,176286,,,,,,,,,,
,,,,,6064,,,,,,,98507164,,379000,Audi Q3,7489 Trondheim,Ikke inklusiv,,,,372936,,,,,,,,,,
,,,,,3660,,,,,,,98507142,,199000,Volvo V40,1360 Fornebu,Ikke inklusiv,,,,195340,,,,,,,,,,
,,,,,3660,,,,,,,98507135,,149000,Toyota RAV4,2619 Lillehammer,Ikke inklusiv,,,,145340,,,,,,,,,,
,,,,,3660,,,,,,,98507182,,125000,Ford C-Max,1520 Moss,Ikke inklusiv,,,,121340,,,,,,,,,,
,,,,,1569,,,,,,,98506640,,11569,Volvo S60,3512 Hønefoss,Inklusiv,,,,10000,,,,,,,,,,
,,,,,2614,,,,"136 000,-",,,96564854,,129000,Ford Fiesta,4340 Bryne,Ikke inklusiv,,,,126386,,,,,,,,,,
,,,,,Fritatt,,,,,,,98507116,,599000,Mercedes-Benz A-Klasse,4017 Stavanger,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98507083,,399000,Volvo S60,5178 Loddefjord,Ikke inklusiv,,,,392936,,,,,,,,,,
,,,,,6064,,,,"589 000,-",,,96302053,,579000,Volvo XC 60,6856 Sogndal,Inklusiv,,,,572936,,,,,,,,,,
,,,,,6064,,,,,,,98505769,,278900,Toyota RAV4,7600 Levanger,Inklusiv,,,,272836,,,,,,,,,,
,,,,,2614,,,,,,,98507047,,69000,Peugeot 207,9511 Alta,Ikke inklusiv,,,,66386,,,,,,,,,,
,,,,,3660,,,,,,,98507018,,299000,Volkswagen Tiguan,4120 Tau,Ikke inklusiv,,,,295340,,,,,,,,,,
,,,,,6064,,,,,,,98507022,,949000,Audi S5,0805 Oslo,Ikke inklusiv,,,,942936,,,,,,,,,,
,,,,,6064,,,,,,,98507049,,238900,Nissan Qashqai,0661 Oslo,Ikke inklusiv,,,,232836,,,,,,,,,,
,,,,,2614,,,,,,,98506972,,89614,Hyundai i20,0975 Oslo,Ikke inklusiv,,,,87000,,,,,,,,,,
,,,,,3660,,,,,,,98506986,,129000,Skoda Octavia,3511 Hønefoss,Inklusiv,,,,125340,,,,,,,,,,
,,,,,2614,,,,,,,98506941,,89000,Fiat Punto Evo,5235 Rådal,Inklusiv,,,,86386,,,,,,,,,,
,,,,,1500,,,,,,,98504486,,27000,Volkswagen Golf,4327 Sandnes,Inklusiv,,,,25500,,,,,,,,,,
,,,,,1569,,,,,,,98384700,,60569,Volvo XC 70,3210 Sandefjord,Ikke inklusiv,,,,59000,,,,,,,,,,
,,,,,3660,,,,,,,98506909,,139000,Mercedes-Benz B-Klasse,5235 Rådal,Ikke inklusiv,,,,135340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98502690,,489000,Ford S-MAX,0668 Oslo,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98505804,,101569,Ford Excursion,7549 Tanem,Inklusiv,,,,100000,,,,,,,,,,
,,,,,6064,,,,,,,98506797,,359000,Volvo V60,1360 Fornebu,Ikke inklusiv,,,,352936,,,,,,,,,,
,,,,,3660,,,,,,,98506828,,189000,Opel Astra,2322 Ridabu,Ikke inklusiv,,,,185340,,,,,,,,,,
,,,,,6064,,,,,,,98506814,,559900,Volvo XC 90,9018 Tromsø,Inklusiv,,,,553836,,,,,,,,,,
,,,,,3660,,,,,,,98505086,,128660,Nissan Qashqai,6012 Ålesund,Inklusiv,,,,125000,,,,,,,,,,
,,,,,3660,,,,,,,98506765,,128000,Mazda 3,3270 Larvik,Ikke inklusiv,,,,124340,,,,,,,,,,
,,,,,6064,,,,,,,98506736,,269000,Volvo V60,1360 Fornebu,Ikke inklusiv,,,,262936,,,,,,,,,,
,,,,,Fritatt,,,,,,,98506760,,129000,Nissan Leaf,1472 Fjellhamar,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98506237,,63660,Citroen C4,1472 Fjellhamar,Inklusiv,,,,60000,,,,,,,,,,
,,,,,1255,,,,,,,98506704,,69900,Volkswagen Touran,3023 Drammen,Inklusiv,,,,68645,,,,,,,,,,
,,,,,3973,,,,,,,98502909,,233973,BMW 3-serie,5440 Mosterhamn,Ikke inklusiv,,,,230000,,,,,,,,,,
,,,,,1569,,,,,,,93260693,,39569,Peugeot Boxer,3470 Slemmestad,Inklusiv,,,,38000,,,,,,,,,,
,,,,,5945,,,,,,,98506417,,194945,Toyota Auris,4250 Kopervik,Ikke inklusiv,,,,189000,,,,,,,,,,
,,,,,3660,,,,,,,98506602,,62660,Opel Astra,4580 Lyngdal,Ikke inklusiv,,,,59000,,,,,,,,,,
,,,,,3660,,,,,,,98506566,,312660,Mercedes-Benz R-Klasse,9020 Tromsdalen,Ikke inklusiv,,,,309000,,,,,,,,,,
,,,,,3973,,,,,,,98506548,,179000,Peugeot 308,6018 Ålesund,Ikke inklusiv,,,,175027,,,,,,,,,,
,,,,,3660,,,,,,,98506557,,289000,Volvo V60,1360 Fornebu,Ikke inklusiv,,,,285340,,,,,,,,,,
,,,,,1987,,,,,,,98506599,,219000,Ford Transit Connect,1520 Moss,Ikke inklusiv,,,,217013,,,,,,,,,,
,,,,,1255,,,,,,,98625210,,240255,Mercedes-Benz Vito,2384 Brumunddal,Inklusiv,,,,239000,,,,,,,,,,
2015,2 499 l,Sølv,163 Hk,Pickup,,,,Auksjon,,Varebil,,98506600,1 992 kg,243987,Isuzu D-max,3170 Sem,,,,Firehjulsdrift,,,,4,,Diesel,DP84059,Automat,2,Sølv,44 075 km
,,,,,6064,,,,,,,98505208,,450000,Toyota RAV4,5114 Tertnes,Inklusiv,,,,443936,,,,,,,,,,
,,,,,1255,,,,,,,98506529,,169000,Mercedes-Benz Vito,2040 Kløfta,Ikke inklusiv,,,,167745,,,,,,,,,,
,,,,,3660,,,,,,,98506510,,119900,Volvo V50,7044 Trondheim,Ikke inklusiv,,,,116240,,,,,,,,,,
,,,,,3660,,,,,,,98505746,,109900,Peugeot 5008,0950 Oslo,Inklusiv,,,,106240,,,,,,,,,,
,,,,,3660,,,,,,,98506011,,78800,Audi A3,2067 Jessheim,Inklusiv,,,,75140,,,,,,,,,,
2016,"1,6 l",Hvit,136 Hk,Stasjonsvogn,,,Norge,Leasing,,Personbil,1,88121523,1 350 kg,4150,Opel Astra,4313 Sandnes,,122 g/km,01.07.2016,Forhjulsdrift,,,Sort skinn,5,,Diesel,,Automat,5,,5 800 km
,,,,,3660,,,,,,,98506513,,225000,Nissan Qashqai,8501 Narvik,Ikke inklusiv,,,,221340,,,,,,,,,,
,,,,,1569,,,,,,,98506506,,69000,Mitsubishi Grandis,7870 Grong,Ikke inklusiv,,,,67431,,,,,,,,,,
,,,,,1987,,,,,,,98506520,,399000,Iveco Daily,6800 Førde,Ikke inklusiv,,,,397013,,,,,,,,,,
,,,,,3660,,,,,,,98506444,,159000,Ford C-Max,4636 Kristiansand,Ikke inklusiv,,,,155340,,,,,,,,,,
,,,,,3660,,,,,,,98505609,,209999,Mercedes-Benz E-Klasse,3830 Ulefoss,Inklusiv,,,,206339,,,,,,,,,,
1977,2 l,Beige,,Sedan,,,Norge,Bruktbil til salgs,,Personbil,3,98496472,1 255 kg,6500,Volvo 240,7530 Meråker,,,10.01.2001,Bakhjulsdrift,,,,,,Bensin,RE83827,Automat,5,,160 000 km
,,,,,3588,,,,,,,83409495,,153588,Nissan Qashqai +2,1444 Drøbak,Ikke inklusiv,,,,150000,,,,,,,,,,
,,,,,1255,,,,,,,98505895,,89900,Ford Transit Connect,7870 Grong,Ikke inklusiv,,,,88645,,,,,,,,,,
,,,,,6064,,,,,,,98506396,,829000,Volvo XC 90,1360 Fornebu,Ikke inklusiv,,,,822936,,,,,,,,,,
,,,,,6064,,,,,,,98506344,,359900,Skoda Octavia,3007 Drammen,Ikke inklusiv,,,,353836,,,,,,,,,,
,,,,,6064,,,,,,,98506373,,389000,Kia Sportage,7000 Trondheim,Inklusiv,,,,382936,,,,,,,,,,
,,,,,2614,,,,,,,98506394,,79000,Citroen C3,4636 Kristiansand,Ikke inklusiv,,,,76386,,,,,,,,,,
,,,,,Fritatt,,,,,,,98502249,,85000,Chevrolet Van,1404 Siggerud,Inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98505555,,129614,Hyundai Veloster,1512 Moss,Inklusiv,,,,127000,,,,,,,,,,
,,,,,3660,,,,,,,98506326,,208900,Mitsubishi Outlander,5527 Haugesund,Ikke inklusiv,,,,205240,,,,,,,,,,
,,,,,1255,,,,,,,98506305,,109000,Volkswagen Transporter,9511 Alta,Ikke inklusiv,,,,107745,,,,,,,,,,
,,,,,Fritatt,,,,,,,98506290,,809000,Volvo XC 90,1360 Fornebu,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98506272,,679000,Audi A6,2320 Furnes,Ikke inklusiv,,,,672936,,,,,,,,,,
,,,,,1569,,,,,,,98506280,,126569,Chevrolet Tahoe,4560 Vanse,Inklusiv,,,,125000,,,,,,,,,,
,,,,,6064,,,,,,,98506219,,899000,Volvo XC 90,1360 Fornebu,Ikke inklusiv,,,,892936,,,,,,,,,,
,,,,,1569,,,,,,,95934466,,34969,Mercedes-Benz C-Klasse,5107 Salhus,Inklusiv,,,,33400,,,,,,,,,,
,,,,,6064,,,,,,,98502264,,239064,Mitsubishi Outlander,3735 Skien,Inklusiv,,,,233000,,,,,,,,,,
,,,,,6064,,,,,,,98506195,,829000,Volvo XC 90,1360 Fornebu,Ikke inklusiv,,,,822936,,,,,,,,,,
,,,,,1569,,,,,,,98505523,,19569,Nissan Almera,3158 Andebu,Inklusiv,,,,18000,,,,,,,,,,
,,,,,3660,,,,,,,98500622,,159900,Toyota RAV4,2322 Ridabu,Inklusiv,,,,156240,,,,,,,,,,
,,,,,3973,,,,,,,98506117,,149900,Ford Fiesta,1520 Moss,Ikke inklusiv,,,,145927,,,,,,,,,,
,,,,,3660,,,,,,,98504853,,325000,Lexus IS,1400 Ski,Ikke inklusiv,,,,321340,,,,,,,,,,
,,,,,1987,,,,,,,98506024,,185000,Toyota Proace,2619 Lillehammer,Ikke inklusiv,,,,183013,,,,,,,,,,
,,,,,3660,,,,,,,98505023,,74800,Volkswagen Golf,2067 Jessheim,Inklusiv,,,,71140,,,,,,,,,,
,,,,,3660,,,,,,,98505948,,188900,BMW X1,0661 Oslo,Ikke inklusiv,,,,185240,,,,,,,,,,
,,,,,1255,,,,,,,92001314,,95255,Peugeot Partner,9440 Evenskjer,Ikke inklusiv,,,,94000,,,,,,,,,,
,,,,,3660,,,,,,,98505883,,319000,Volvo C70,1360 Fornebu,Ikke inklusiv,,,,315340,,,,,,,,,,
,,,,,3660,,,,,,,98505864,,35160,Ford Focus,1711 Sarpsborg,Inklusiv,,,,31500,,,,,,,,,,
,,,,,3660,,,,,,,98505858,,449000,Audi Q5,7489 Trondheim,Ikke inklusiv,,,,445340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98505810,,569000,Mercedes-Benz E-Klasse,2827 Hunndalen,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98505815,,189000,Volvo XC 60,7341 Oppdal,Ikke inklusiv,,,,185340,,,,,,,,,,
,,,,,6064,,,,,,,98505847,,285000,Volkswagen Golf,2619 Lillehammer,Ikke inklusiv,,,,278936,,,,,,,,,,
,,,,,3973,,,,,,,98505785,,162000,Toyota Yaris,1659 Torp,Ikke inklusiv,,,,158027,,,,,,,,,,
,,,,,3660,,,,,,,94663773,,63660,Chevrolet Captiva,6854 Kaupanger,Inklusiv,,,,60000,,,,,,,,,,
,,,,,3660,,,,,,,98505716,,145000,Volkswagen Touran,1400 Ski,Ikke inklusiv,,,,141340,,,,,,,,,,
2014,1 956 l,Brun,163 Hk,Stasjonsvogn,,,,Auksjon,,Personbil,,98505738,1 768 kg,240360,Opel Insignia,4635 Kristiansand,,,16.12.2013,Firehjulsdrift,,,,5,,Diesel,PR21931,Automat,5,Brun,76 291 km
,,,,,1255,,,,,,,98504891,,111255,Volkswagen Caddy,6300 Åndalsnes,Ikke inklusiv,,,,110000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98504844,,17000,"Andre Andre IH Travellall 1210 eiqht 1973, 57 000 km, kr 17 000,-",2848 Skreia,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,92021734,,64000,Hyundai Tucson,7072 Heimdal,Ikke inklusiv,,,,60340,,,,,,,,,,
,,,,,1569,,,,,,,98505652,,80569,Subaru Forester,4580 Lyngdal,Ikke inklusiv,,,,79000,,,,,,,,,,
,,,,,6064,,,,"329 000,-",,,96698373,,299900,Mitsubishi ASX,6011 Ålesund,Inklusiv,,,,293836,,,,,,,,,,
,,,,,3660,,,,"179 000,-",,,90124801,,149000,Ford Focus,2212 Kongsvinger,Ikke inklusiv,,,,145340,,,,,,,,,,
,,,,,3660,,,,,,,89758294,,98660,Mitsubishi Outlander,5350 Brattholmen,Ikke inklusiv,,,,95000,,,,,,,,,,
,,,,,6064,,,,,,,98505576,,559000,Volvo XC 60,1360 Fornebu,Ikke inklusiv,,,,552936,,,,,,,,,,
,,,,,6064,,,,,,,98505626,,589000,Volvo XC 60,1360 Fornebu,Ikke inklusiv,,,,582936,,,,,,,,,,
,,,,,1987,,,,,,,98505615,,219900,Volkswagen Transporter,5221 Nesttun,Ikke inklusiv,,,,217913,,,,,,,,,,
,,,,,Fritatt,,,,,,,98505597,,449000,Volvo V40,2320 Furnes,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98504220,,66569,BMW 3-serie,6270 Brattvåg,Inklusiv,,,,65000,,,,,,,,,,
,,,,,6064,,,,,,,98505535,,539000,Volvo XC 60,1360 Fornebu,Ikke inklusiv,,,,532936,,,,,,,,,,
,,,,,2614,,,,,,,98505549,,39000,Ford Fiesta,7341 Oppdal,Ikke inklusiv,,,,36386,,,,,,,,,,
,,,,,6064,,,,,,,98505498,,219000,Volkswagen Golf,3400 Lier,Ikke inklusiv,,,,212936,,,,,,,,,,
,,,,,6064,,,,,,,98505451,,225000,Ford Focus,1520 Moss,Ikke inklusiv,,,,218936,,,,,,,,,,
,,,,,6064,,,,,,,98505404,,579000,Volvo XC 60,1360 Fornebu,Ikke inklusiv,,,,572936,,,,,,,,,,
,,,,,3660,,,,,,,98503542,,188660,Mitsubishi Outlander,1357 Bekkestua,Ikke inklusiv,,,,185000,,,,,,,,,,
,,,,,3660,,,,,,,98505416,,179000,Skoda Yeti,2713 Roa,Ikke inklusiv,,,,175340,,,,,,,,,,
