tabled_Salgsform,tabled_Forrige pris,id,price,title,place,tabled_Antall dører,tabled_CO2 utslipp,tabled_Interiørfarge,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Avgiftsklasse,tabled_Antall eiere,tabled_Hjuldriftnavn,tabled_Str. lasterom,tabled_Drivstoff,tabled_Antall seter,tabled_Km.stand,tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Innskudd,tabled_Omregistrering,tabled_Vekt,tabled_Bilen står i,tabled_Årsavgift,tabled_1. gang registrert,tabled_Girkasse,tabled_Reg.nr.,tabled_Fargebeskrivelse
,,98624797,595000,Volvo XC 70,2050 Jessheim,,,,,"588 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98624823,555000,Volvo XC 70,2050 Jessheim,,,,,"548 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98624041,21255,Citroen Jumper,3089 Holmestrand,,,,,"20 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98623849,19569,Opel Astra,1339 Vøyenenga,,,,,"18 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98624733,689000,Volvo V90,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98624743,285000,Volvo V70,2050 Jessheim,,,,,"281 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98624761,285000,Volvo V70,2050 Jessheim,,,,,"281 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98624780,615000,Volvo V90,2050 Jessheim,,,,,"608 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623814,159660,Audi A4,1349 Rykkinn,,,,,"156 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,97539575,23569,Volvo V70,2975 Vang,,,,,"22 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98624715,449000,Volvo V70,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98624699,439000,Volvo V70,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
Bruktbil til salgs,,98622212,8569,Saab 900,0279 Oslo,5,,,Forhjulsdrift,,Personbil,5,,,Bensin,5,284 305 km,1996,2 l,Rød,131 Hk,Kombi 5-dørs,,,1 345 kg,Norge,,12.08.1996,Manuell,KF62073,
,,98623412,21069,Toyota Corolla,0962 Oslo,,,,,"19 500,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98623920,30569,Toyota,7715 Steinkjer,,,,,"29 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98624580,445000,Volvo V70,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98624559,299000,Volvo V60,2050 Jessheim,,,,,"292 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98624603,375000,Volvo V70,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98622869,46569,Audi A4,4624 Kristiansand,,,,,"45 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98624483,619000,Volvo V60,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98624470,449000,Volvo V60,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98624504,469000,Volvo V60,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98624538,469000,Volvo V60 Cross Country,2050 Jessheim,,,,,"462 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98559553,66046,Mercedes-Benz Sprinter,9300 Finnsnes,,,,,"65 000,-",,,,,,,,,,,,,,"1 046,-",,,,,,,
,,98624445,459000,Volvo S60 Cross Country,2050 Jessheim,,,,,"452 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98624457,399000,Volvo V40 Cross Country,2050 Jessheim,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98623493,19569,Toyota Avensis,5132 Nyborg,,,,,"18 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98622945,299660,Volvo XC 90,5783 Eidfjord,,,,,"296 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98624237,249000,Opel Mokka,1364 Fornebu,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98623982,48660,Toyota Auris,6153 Ørsta,,,,,"45 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98600950,59900,Mercedes-Benz E-Klasse,0195 Oslo,,,,,"58 400,-",,,,,,,,,,,,,,"1 500,-",,,Ikke inklusiv,,,,
,,98624319,199900,Kia Soul,1448 Drøbak,,,,,"193 836,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98623441,438000,Mitsubishi Outlander,0287 Oslo,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98623819,26255,Ford Transit Connect,4720 Hægeland,,,,,"25 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98623878,19046,Hyundai Galloper,4993 Sundebru,,,,,"18 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98623407,23046,Mercedes-Benz Vito,5260 Indre,,,,,"22 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98624117,628900,Audi Q5,4067 Stavanger,,,,,"622 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98538752,46569,Toyota Corolla,1337 Sandvika,,,,,"45 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,79447074,325945,BMW 5-serie,5301 Kleppestø,,,,,"320 000,-",,,,,,,,,,,,,,"5 945,-",,,Inklusiv,,,,
,,98341263,79000,Audi A4,4313 Sandnes,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98616674,268660,Audi A6,1664 Rolvsøy,,,,,"265 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98622164,34999,Jeep Patriot,6899 Balestrand,,,,,"31 339,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98614444,116560,Volkswagen Passat,1664 Rolvsøy,,,,,"112 900,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98623612,99000,Ford S-MAX,4055 Sola,,,,,"96 386,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98621863,19569,Opel Kadett,7632 Åsenfjord,,,,,"18 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98622531,38255,Citroen Berlingo,4563 Borhaug,,,,,"37 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98623666,409000,Mitsubishi Outlander,1351 Rud,,,,,"402 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98617930,329000,Porsche 911,6060 Hareid,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98621252,93660,Volkswagen Passat,3320 Vestfossen,,,,,"90 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98623664,444900,Hyundai Tucson,0661 Oslo,,,,,"438 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623625,138900,Hyundai i10,0661 Oslo,,,,,"134 927,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98623653,364900,Hyundai Tucson,0661 Oslo,,,,,"358 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623642,658900,Hyundai Santa Fe,0661 Oslo,,,,,"652 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98581449,68660,Saab 9-5,4010 Stavanger,,,,,"65 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98623588,99000,Mitsubishi Outlander,1364 Fornebu,,,,,"95 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98623595,349900,Toyota C-HR,5308 Kleppestø,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98623591,248900,Honda CR-V,0661 Oslo,,,,,"245 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98623601,308900,Honda HR-V,0661 Oslo,,,,,"302 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623409,109000,Subaru Outback,1364 Fornebu,,,,,"105 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98623510,98900,Citroen C1,0661 Oslo,,,,,"94 927,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98623524,99900,Citroen C1,0661 Oslo,,,,,"95 927,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98623536,168900,Ford Galaxy,0661 Oslo,,,,,"167 645,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98623562,248900,Honda Civic,0661 Oslo,,,,,"242 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623570,174900,Honda Civic,0661 Oslo,,,,,"168 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623535,249900,Suzuki SX4 S-Cross,0655 Oslo,,,,,"247 286,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98621421,31046,Mazda,3570 Ål,,,,,"30 000,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98621646,45000,Volvo V70,1738 Borgenhaugen,,,,,"43 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98539437,26569,Mazda 6,1337 Sandvika,,,,,"25 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98622985,16530,Audi A6,1850 Mysen,,,,,"15 000,-",,,,,,,,,,,,,,"1 530,-",,,Inklusiv,,,,
,,98623363,328900,Hyundai Tucson,0661 Oslo,,,,,"322 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623497,108900,Citroen C1,0661 Oslo,,,,,"104 927,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98623494,429000,Mercedes-Benz CLA,1473 Lørenskog,,,,,"422 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623366,119000,Fiat 500,0655 Oslo,,,,,"116 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98622972,11569,Volkswagen Passat,2323 Ingeberg,,,,,"10 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98623272,79000,Fiat 500,1472 Fjellhamar,,,,,"76 386,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,73109137,183660,Mitsubishi ASX,6415 Molde,,,,,"180 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98623250,349990,Volkswagen Golf,1081 Oslo,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,98622092,42660,Mazda 3,5821 Bergen,,,,,"39 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98622015,12569,Volkswagen Golf,4324 Sandnes,,,,,"11 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98620657,49999,Ford Escort,4715 Øvrebø,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98623091,34569,Opel,1711 Sarpsborg,,,,,"33 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98623146,374900,Hyundai Tucson,0661 Oslo,,,,,"368 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98623120,69000,Fiat 500,0655 Oslo,,,,,"66 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,"249 800,-",95633263,238900,Skoda Octavia,4067 Stavanger,,,,,"235 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98623027,269000,Suzuki Vitara,0655 Oslo,,,,,"265 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98622264,20569,Toyota Avensis,8804 Sandnessjøen,,,,,"19 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98622970,119000,Cadillac BLS,3048 Drammen,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,98622956,119900,Fiat 500,0655 Oslo,,,,,"117 286,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98526997,11569,BMW 3-serie,4630 Kristiansand,,,,,"10 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98609492,515000,Subaru Outback,1351 Rud,,,,,"508 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98622250,195000,Audi A6,2879 Odnes,,,,,"191 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98622805,149000,Fiat Scudo,0655 Oslo,,,,,"147 745,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98622718,349900,Suzuki Vitara,0655 Oslo,,,,,"343 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98622759,349900,Suzuki Vitara,0655 Oslo,,,,,"343 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98622724,308900,Honda Civic,0661 Oslo,,,,,"302 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98622456,259000,Volvo XC 60,1364 Fornebu,,,,,"255 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98622165,49255,Peugeot Partner,0658 Oslo,,,,,"48 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98622688,139000,Suzuki Swift,3702 Skien,,,,,"136 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98622627,149900,Alfa Romeo Giulietta,0655 Oslo,,,,,"146 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98621971,12069,Mazda 6,0674 Oslo,,,,,"10 500,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,96527602,64660,Volkswagen Golf,6030 Langevåg,,,,,"61 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98622502,324000,Suzuki Vitara,0655 Oslo,,,,,"320 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98620027,169990,Volkswagen Touran,0550 Oslo,,,,,"163 926,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98621640,14569,Volkswagen Golf,7630 Åsen,,,,,"13 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98619356,11569,Citroen Berlingo,4332 Figgjo,,,,,"10 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98621925,59000,Ford Focus,1364 Fornebu,,,,,"55 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,90268042,113660,Volkswagen Touran,7203 Vinjeøra,,,,,"110 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98090319,108660,Volkswagen Golf,1890 Rakkestad,,,,,"105 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
Bruktbil til salgs,,84544715,7538,Peugeot 807,5912 Seim,5,,,Forhjulsdrift,,Personbil,2,,,Diesel,6,198 000 km,2003,"2,2 l",Grå,128 Hk,Flerbruksbil,,,1 708 kg,Norge,,19.07.2005,Manuell,,
,,98618456,26069,Audi 100,5610 Øystese,,,,,"24 500,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,91997396,88660,Opel Vectra,1820 Spydeberg,,,,,"85 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,79528118,73588,Nissan X-Trail,6150 Ørsta,,,,,"70 000,-",,,,,,,,,,,,,,"3 588,-",,,Inklusiv,,,,
,,98613692,279000,Audi A4 allroad,2320 Furnes,,,,,"275 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98621238,248500,Land Rover Range Rover Sport,1412 Sofiemyr,,,,,"245 000,-",,,,,,,,,,,,,,"3 500,-",,,Ikke inklusiv,,,,
,,98620793,49069,Volkswagen Touran,3482 Tofte,,,,,"47 500,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98359294,45000,Toyota Avensis,7602 Levanger,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98620733,69999,Ford Fiesta,0683 Oslo,,,,,"67 385,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,96924263,750000,Porsche 911,1443 Drøbak,,,,,"748 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98621129,153660,Mitsubishi Outlander,5427 Urangsvåg,,,,,"150 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98555207,113074,Toyota Prius,1613 Fredrikstad,,,,,"109 000,-",,,,,,,,,,,,,,"4 074,-",,,Inklusiv,,,,
,,98620974,53660,Mercedes-Benz E-Klasse,4250 Kopervik,,,,,"50 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,94832416,267000,Mazda CX-3,5177 Bjørøyhamn,,,,,"263 027,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98621249,485000,Mercedes-Benz C-Klasse,2322 Ridabu,,,,,"478 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98534380,42660,Skoda Octavia,1053 Oslo,,,,,"39 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98620749,17569,Opel Vectra,4848 Arendal,,,,,"16 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98621146,319000,Mitsubishi Outlander,7048 Trondheim,,,,,"315 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98619291,50000,Volkswagen Touran,6520 Frei,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98618537,285000,BMW 5-serie,0661 Oslo,,,,,"281 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98614654,48569,Audi A3,0573 Oslo,,,,,"47 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98620149,69900,Honda CR-V,5226 Nesttun,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98620957,109000,Volkswagen Passat,6800 Førde,,,,,"105 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98620151,51569,Volvo XC 90,1640 Råde,,,,,"50 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98620408,122614,Citroen DS3,5217 Hagavik,,,,,"120 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98620853,109800,Volvo S80,5238 Rådal,,,,,"106 140,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98620796,259900,Suzuki SX4 S-Cross,0655 Oslo,,,,,"255 927,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98599377,59660,Ford S-MAX,4262 Avaldsnes,,,,,"56 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98620548,766064,Volvo XC 90,0287 Oslo,,,,,"760 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98602274,131064,Toyota Auris,5094 Bergen,,,,,"125 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98609604,89000,Volvo 240,3025 Drammen,,,,,"87 500,-",,,,,,,,,,,,,,"1 500,-",,,Ikke inklusiv,,,,
,,98620423,599660,Porsche 911,3255 Larvik,,,,,"596 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98416276,253660,Mercedes-Benz E-Klasse,9325 Bardufoss,,,,,"250 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98620690,359900,Isuzu D-max,0655 Oslo,,,,,"357 913,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,91829142,76569,Toyota RAV4,2007 Kjeller,,,,,"75 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98620604,79569,BMW 3-serie,2020 Skedsmokorset,,,,,"78 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98619851,239000,Volkswagen Golf,0668 Oslo,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98618927,123660,BMW 3-serie,1362 Hosle,,,,,"120 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98620141,91255,Volkswagen Transporter,4700 Vennesla,,,,,"90 000,-",,,,,,,,,,,,,,"1 255,-",,,,,,,
,,98620023,21569,Volkswagen Passat,7580 Selbu,,,,,"20 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98620443,138500,Toyota Verso-S,1617 Fredrikstad,,,,,"135 886,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,93686693,95000,Ford,3801 Bø,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98620403,409000,Volkswagen Multivan,1448 Drøbak,,,,,"407 745,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
Bruktbil til salgs,,98618590,7500,BMW 5-serie,3080 Holmestrand,4,,Grønn,Bakhjulsdrift,,Personbil,,,,Bensin,5,282 000 km,1997,,Grønn,170 Hk,Sedan,,,,Norge,,,Automat,Lj 52689,
,,98618562,36660,Volkswagen Touran,3735 Skien,,,,,"33 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98619256,36569,BMW 3-serie,7300 Orkanger,,,,,"35 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98620215,829000,Volvo XC 90,1412 Sofiemyr,,,,,,,,,,,,,,,,,,,Inklusiv,,,Ikke inklusiv,,,,
,,88884286,158660,BMW 5-serie,9007 Tromsø,,,,,"155 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98619339,43660,Mitsubishi Grandis,2166 Oppaker,,,,,"40 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,93830500,344000,Volkswagen Passat Alltrack,9024 Tomasjord,,,,,"340 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98619330,21569,Subaru Legacy,6633 Gjemnes,,,,,"20 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,95894792,48660,Renault Laguna,2409 Elverum,,,,,"45 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,94530252,125000,Mercedes-Benz S-Klasse,5650 Tysse,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98619876,519800,Volvo XC 60,5238 Rådal,,,,,"513 736,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98616733,79000,Citroen Grand C4 Picasso,4365 Nærbø,,,,,"75 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98368951,316064,Volkswagen Golf Sportsvan,0590 Oslo,,,,,"310 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98619118,78660,Volvo V70,3430 Spikkestad,,,,,"75 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98619775,449000,Audi Q5,0805 Oslo,,,,,"445 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98617752,39000,Volkswagen Boble (gml. type),5308 Kleppestø,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98619595,249000,BMW 3-serie,1412 Sofiemyr,,,,,,,,,,,,,,,,,,,Inklusiv,,,Ikke inklusiv,,,,
,,98618853,179500,Volkswagen Tiguan,3055 Krokstadelva,,,,,"175 840,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98619465,239900,Kia Sportage,3414 Lierstranda,,,,,"236 240,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98617051,103660,Mercedes-Benz C-Klasse,3043 Drammen,,,,,"100 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98619325,431000,Mitsubishi Outlander,9018 Tromsø,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98617846,469900,Subaru Forester,1351 Rud,,,,,"463 836,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98619293,319000,Volkswagen Golf,3007 Drammen,,,,,"312 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98619212,79900,Suzuki SX4,1711 Sarpsborg,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,98619101,229064,Toyota Auris,7044 Trondheim,,,,,"223 000,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,97033768,47500,Suzuki Jimny,6063 Hjørungavåg,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98619173,479000,Audi A6 allroad,5116 Ulset,,,,,"475 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98619115,499000,Mercedes-Benz C-Klasse,1412 Sofiemyr,,,,,,,,,,,,,,,,,,,Inklusiv,,,Ikke inklusiv,,,,
Bruktbil til salgs,,84721585,9038,Opel Astra,4355 Kvernaland,4,171 g/km,Sort,Forhjulsdrift,,Personbil,2,,,Bensin,5,234 300 km,2001,"1,6 l",Svart,101 Hk,Sedan,,,1 130 kg,Norge,,21.08.2001,Manuell,RH84309,
,,98618979,189000,Subaru Legacy,3048 Drammen,,,,,"185 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98516685,203500,Mercedes-Benz E-Klasse,5055 Bergen,,,,,"200 000,-",,,,,,,,,,,,,,"3 500,-",,,Inklusiv,,,,
,,98618579,319000,BMW 5-serie,0661 Oslo,,,,,"315 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98618547,310000,Ford S-MAX,6770 Nordfjordeid,,,,,"306 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98618738,99000,Volkswagen UP!,4120 Tau,,,,,"95 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98618746,239000,Toyota Land Cruiser,1815 Askim,,,,,"235 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98618631,129500,MINI Clubman,1523 Moss,,,,,"126 886,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
