tabled_Salgsform,tabled_Forrige pris,id,price,title,place,tabled_Antall dører,tabled_CO2 utslipp,tabled_Interiørfarge,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Avgiftsklasse,tabled_Antall eiere,tabled_Hjuldriftnavn,tabled_Str. lasterom,tabled_Drivstoff,tabled_Antall seter,tabled_Km.stand,tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Innskudd,tabled_Omregistrering,tabled_Vekt,tabled_Bilen står i,tabled_Årsavgift,tabled_1. gang registrert,tabled_Girkasse,tabled_Reg.nr.,tabled_Fargebeskrivelse
,,98519827,89000,Toyota Avensis,1396 Billingstad,,,,,"85 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98517836,91569,BMW 5-serie,3722 Skien,,,,,"90 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98519539,49660,Audi A4,2013 Skjetten,,,,,"46 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98519564,5590,Jaguar XE,3736 Skien,,,,,,,,,,,,,,,,,,"40 000,-",Ikke oppgitt,,,,,,,
,,98519747,459800,Volvo XC 60,6022 Ålesund,,,,,"453 736,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519766,349800,Volvo V40 Cross Country,6022 Ålesund,,,,,"343 736,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519783,299800,Volvo V60,6022 Ålesund,,,,,"293 736,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519761,459000,BMW 5-serie,3400 Lier,,,,,"452 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98518947,909000,Volvo XC 90,6440 Elnesvågen,,,,,"902 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519720,265000,Suzuki SX4 S-Cross,6023 Ålesund,,,,,"261 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98519712,239000,Skoda Rapid Spaceback,8514 Narvik,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98519717,425000,Volvo V60,3550 Gol,,,,,"418 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98519692,178000,Toyota Urban Cruiser,3511 Hønefoss,,,,,"171 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519386,109900,Volvo XC 70,4847 Arendal,,,,,"108 331,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,89041485,139999,Volkswagen Passat,1900 Fetsund,,,,,"136 339,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98515430,26569,Peugeot 307,1410 Kolbotn,,,,,"25 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98519020,23569,Peugeot 307,6030 Langevåg,,,,,"22 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98519640,59000,Daihatsu Sirion,4900 Tvedestrand,,,,,"56 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98519618,179900,Audi A3,0598 Oslo,,,,,"176 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98518911,78614,Toyota Yaris,3048 Drammen,,,,,"76 000,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98517160,159000,BMW 5-serie,3516 Hønefoss,,,,,"155 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98517818,152660,Volkswagen Passat,6050 Valderøya,,,,,"149 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98482202,15129,Toyota Corolla,1605 Fredrikstad,,,,,"13 560,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98519524,299000,Mazda CX-3,0668 Oslo,,,,,"295 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98519527,2680,Nissan Navara,1523 Moss,,,,,,,,,,,,,,,,,,"50 000,-",Ikke oppgitt,,,,,,,
,"219 000,-",92109359,204000,Volkswagen Golf,0609 Oslo,,,,,"200 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98518930,133660,Opel Astra,5538 Haugesund,,,,,"130 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98517865,313660,Mercedes-Benz CLS,7021 Trondheim,,,,,"310 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98518869,45000,Saab 9-3,3748 Siljan,,,,,"43 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98516561,86569,Honda CR-V,3718 Skien,,,,,"85 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98519471,149000,Toyota Avensis,6490 Eide,,,,,"145 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,"219 000,-",91559612,199000,Volkswagen Golf,0609 Oslo,,,,,"195 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98519377,128660,Toyota RAV4,4560 Vanse,,,,,"125 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,89686644,215000,Kia Soul,3057 Solbergelva,,,,,"208 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519183,38660,Kia Cerato,5119 Ulset,,,,,"35 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,"219 000,-",88913737,199000,Volkswagen Golf,0609 Oslo,,,,,"195 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,96018211,127569,BMW 3-serie,3138 Skallestad,,,,,"126 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98519278,729000,Audi Q7,2007 Kjeller,,,,,"722 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519311,179900,Ford Kuga,2001 Lillestrøm,,,,,"176 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98519238,89660,Audi A4,1580 Rygge,,,,,"86 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,86553594,74660,Toyota Auris,7712 Steinkjer,,,,,"71 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98519252,369000,Jeep Renegade,4841 Arendal,,,,,"362 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98519259,949000,Porsche Panamera,0252 Oslo,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,"195 000,-",90069800,179000,Volkswagen Golf,0609 Oslo,,,,,"175 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98516609,24999,Hyundai Coupe,1473 Lørenskog,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98517803,109500,BMW 3-serie,4276 Veavågen,,,,,"105 840,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98519195,359000,Ford Mondeo,5131 Nyborg,,,,,"352 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98510316,319660,Mercedes-Benz C-Klasse,5725 Vaksdal,,,,,"316 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98519174,389000,Volvo XC 70,3400 Lier,,,,,"385 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,"189 000,-",88142918,179000,Volkswagen Golf,0609 Oslo,,,,,"175 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98519085,6990,Jaguar F-PACE,3736 Skien,,,,,,,,,,,,,,,,,,"150 000,-",Ikke oppgitt,,,,,,,
,,98517583,129000,Subaru Forester,3032 Drammen,,,,,"125 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,"189 000,-",88325529,179000,Volkswagen Golf,0609 Oslo,,,,,"175 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98517915,26569,Audi A6,1338 Sandvika,,,,,"25 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98519087,219000,Volkswagen Golf,3400 Lier,,,,,"215 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98509512,395000,Mercedes-Benz E-Klasse,0954 Oslo,,,,,"391 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98519034,669000,Mercedes-Benz M-Klasse,1523 Moss,,,,,"665 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98519004,129000,Nissan Leaf,1412 Sofiemyr,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98518913,6990,Land Rover Range Rover Evoque,3736 Skien,,,,,,,,,,,,,,,,,,"50 000,-",Ikke oppgitt,,,,,,,
,,98518967,1059000,Porsche Cayenne,0252 Oslo,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,"184 000,-",81393527,174000,Volkswagen Golf,0609 Oslo,,,,,"171 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98518364,219500,Mazda CX-5,4306 Sandnes,,,,,"213 436,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98518395,21569,Mitsubishi Galant,1900 Fetsund,,,,,"20 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98518703,239000,Volkswagen Golf,2619 Lillehammer,,,,,"235 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98518682,349000,Skoda Superb,3271 Larvik,,,,,"345 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,95490042,168000,BMW 1-serie,2030 Nannestad,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98518647,949000,BMW M4,1481 Hagan,,,,,,,,,,,,,,,,,,,Inklusiv,,,Inklusiv,,,,
,,98515053,16569,Volkswagen Golf,4885 Grimstad,,,,,"15 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98514881,186064,Nissan Leaf,7520 Hegra,,,,,"180 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98515890,440000,Volkswagen Golf,2003 Lillestrøm,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98518605,139900,Nissan Leaf,1658 Torp,,,,,"137 500,-",,,,,,,,,,,,,,"2 400,-",,,Ikke inklusiv,,,,
,,98517890,50660,Ford Mondeo,2312 Ottestad,,,,,"47 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98518568,129660,Toyota Avensis,1412 Sofiemyr,,,,,"126 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98516345,101569,BMW X5,9454 Ånstad,,,,,"100 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98518521,185000,Ford Focus,5131 Nyborg,,,,,"178 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98517968,31614,Ford Focus,1389 Heggedal,,,,,"29 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98518514,149000,Volkswagen Polo,2619 Lillehammer,,,,,"146 386,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98518482,419000,BMW 3-serie,3550 Gol,,,,,"412 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98518402,6990,Land Rover Range Rover Evoque,3736 Skien,,,,,,,,,,,,,,,,,,"50 000,-",Ikke oppgitt,,,,,,,
,,98518369,349000,Isuzu D-max,2619 Lillehammer,,,,,"347 013,-",,,,,,,,,,,,,,"1 987,-",,,Inklusiv,,,,
,,98518386,139900,Ford Transit Connect,5131 Nyborg,,,,,"137 913,-",,,,,,,,,,,,,,"1 987,-",,,Ikke inklusiv,,,,
,,98518315,219999,Audi A6,3027 Drammen,,,,,"216 339,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98517419,376255,Mercedes-Benz Sprinter,1900 Fetsund,,,,,"375 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98518167,6990,Jaguar F-PACE,3736 Skien,,,,,,,,,,,,,,,,,,"150 000,-",Ikke oppgitt,,,,,,,
,,98518334,189000,Toyota Yaris,6018 Ålesund,,,,,"185 027,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98517452,341255,Volkswagen Multivan,6884 Øvre,,,,,"340 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98518262,249000,Toyota Auris,2619 Lillehammer,,,,,"242 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98518300,289800,Volvo S60,6022 Ålesund,,,,,"283 736,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98518271,279800,Volvo S60,6022 Ålesund,,,,,"273 736,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98518231,429000,BMW X3,4848 Arendal,,,,,"425 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98518251,259900,Ford Kuga,5131 Nyborg,,,,,"256 240,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98518241,229800,Volvo S60,6022 Ålesund,,,,,"226 140,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98518211,595000,Volvo XC 60,3550 Gol,,,,,"588 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98514769,290000,Mercury,2609 Lillehammer,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98518083,1045000,Porsche Cayenne,1363 Høvik,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,97715592,343660,Volvo XC 60,4052 Røyneberg,,,,,"340 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98518161,219800,Volvo V60,6022 Ålesund,,,,,"216 140,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,80822625,91538,BMW 5-serie,0591 Oslo,,,,,"90 000,-",,,,,,,,,,,,,,"1 538,-",,,Ikke inklusiv,,,,
,,98517638,119900,Volvo XC 70,4847 Arendal,,,,,"118 331,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98515476,239000,BMW 3-serie,0950 Oslo,,,,,"235 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98515366,491064,Volkswagen Tiguan,2386 Brumunddal,,,,,"485 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98518019,36660,Renault Megane,0668 Oslo,,,,,"33 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98518007,259000,BMW 1-serie,3550 Gol,,,,,"255 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98515868,216064,Kia Soul,1410 Kolbotn,,,,,"210 000,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98514624,119973,Toyota Aygo,5252 Søreidgrend,,,,,"116 000,-",,,,,,,,,,,,,,"3 973,-",,,Inklusiv,,,,
,,98517685,6990,Land Rover Range Rover Evoque,3736 Skien,,,,,,,,,,,,,,,,,,"50 000,-",Ikke oppgitt,,,,,,,
,,98517887,345000,Volvo XC 70,4696 Kristiansand,,,,,"338 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,"499 900,-",96189691,489900,Opel Zafira,2619 Lillehammer,,,,,"483 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98461377,419255,Land Rover Discovery,1664 Rolvsøy,,,,,"418 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98092386,106255,Mitsubishi Outlander,2264 Grinder,,,,,"105 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98517068,549000,Mercedes-Benz M-Klasse,0661 Oslo,,,,,"545 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,"235 000,-",97085164,229000,BMW 1-serie,0212 Oslo,,,,,"225 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98514039,239065,Mercedes-Benz B-Klasse,2100 Skarnes,,,,,"233 000,-",,,,,,,,,,,,,,"6 065,-",,,Inklusiv,,,,
,,98493967,199660,Mercedes-Benz C-Klasse,6050 Valderøya,,,,,"196 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98515342,49546,Mercedes-Benz Sprinter,1890 Rakkestad,,,,,"48 500,-",,,,,,,,,,,,,,"1 046,-",,,Ikke inklusiv,,,,
,,98517223,29569,Mercedes-Benz C-Klasse,0165 Oslo,,,,,"28 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98587553,140000,Mercedes-Benz S-Klasse,6065 Ulsteinvik,,,,,"138 431,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98517140,58890,Ford Transit Connect,1446 Drøbak,,,,,"57 635,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
,,98517733,299900,Ford Mondeo,5131 Nyborg,,,,,"293 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98517700,409000,Ford S-MAX,1520 Moss,,,,,"402 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98517656,109000,Toyota Avensis,4900 Tvedestrand,,,,,"105 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98515482,678660,Mercedes-Benz GL,7074 Spongdal,,,,,"675 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98517681,59900,Volkswagen Touran,5309 Kleppestø,,,,,"58 645,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98517367,63000,Skoda Fabia,4262 Avaldsnes,,,,,"60 386,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98517595,9900,Volvo S40,1832 Askim,,,,,"8 331,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,"549 900,-",97051524,524900,Honda CR-V,2619 Lillehammer,,,,,"518 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98517488,299000,BMW 2-serie,7075 Tiller,,,,,"292 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98517522,139000,Toyota Prius,5235 Rådal,,,,,"135 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98516646,66569,Volvo V70,6600 Sunndalsøra,,,,,"65 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98515277,16569,Mazda 626,8013 Bodø,,,,,"15 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98517444,89255,Volkswagen Touran,2020 Skedsmokorset,,,,,"88 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98517383,9900,Citroen C3,1832 Askim,,,,,"8 331,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98517395,249000,Mercedes-Benz E-Klasse,5235 Rådal,,,,,"245 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98517425,499000,Mercedes-Benz GL,5235 Rådal,,,,,"495 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98517382,139000,Volvo XC 90,8626 Mo,,,,,"137 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98517385,348000,Subaru Forester,4050 Sola,,,,,"344 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,"389 900,-",96998451,379900,Opel Mokka,2619 Lillehammer,,,,,"373 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98516320,179255,Mercedes-Benz Vito,1900 Fetsund,,,,,"178 000,-",,,,,,,,,,,,,,"1 255,-",,,Inklusiv,,,,
Leasing,,98516256,8300,Ford Ranger,4362 Vigrestad,4,229 g/km,,Firehjulsdrift,,Varebil,1,,,Diesel,2,45 000 km,2016,"3,2 l",Oransje,200 Hk,Pickup,,,2 066 kg,Norge,,29.06.2016,Automat,RL10800,
,,98517335,129000,Honda Civic,5235 Rådal,,,,,"126 386,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98517362,279000,Mercedes-Benz E-Klasse,5235 Rådal,,,,,"275 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98517356,639900,Volkswagen Passat Alltrack,5221 Nesttun,,,,,"633 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98517340,289000,Ford S-MAX,1850 Mysen,,,,,"285 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
Bruktbil til salgs,,81868926,9538,Kia Sportage,8064 Røst,5,,,Firehjulsdrift,,Varebil,6,,,Diesel,2,230 000 km,2001,2 l,Svart,83 Hk,SUV/Offroad,,,1 530 kg,Norge,,07.08.2001,Manuell,LH94204,
,,98517306,95000,Toyota Prius,1659 Torp,,,,,"91 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98517297,889900,Volvo XC 90,7047 Trondheim,,,,,"883 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98516191,279500,Audi Q5,3055 Krokstadelva,,,,,"275 840,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98517255,219000,Ford Transit,0668 Oslo,,,,,"217 745,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98517231,364900,Volkswagen Golf,5221 Nesttun,,,,,"358 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98516223,33000,Toyota Corolla,5010 Bergen,,,,,"32 000,-",,,,,,,,,,,,,,"1 000,-",,,Inklusiv,,,,
,,98516809,34900,Volkswagen Transporter,4042 Hafrsfjord,,,,,"33 854,-",,,,,,,,,,,,,,"1 046,-",,,Inklusiv,,,,
,,98513589,118660,Citroen C3 Picasso,9105 Kvaløya,,,,,"115 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,92555250,38000,Smart Fortwo coupe,3611 Kongsberg,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98517066,218000,Skoda Octavia,3515 Hønefoss,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
Bruktbil til salgs,,98515061,7900,Nissan Primera,1404 Siggerud,5,217 g/km,,Forhjulsdrift,,Personbil,5,,,Bensin,5,189 000 km,2001,2 l,Rød,140 Hk,Stasjonsvogn,,,1 385 kg,Norge,,30.08.2001,Automat,DK26471,
,,98517000,415000,Mazda CX-5,1430 Ås,,,,,"408 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98514882,16569,Audi A4,5225 Nesttun,,,,,"15 000,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98515336,279000,Volkswagen Passat Alltrack,3340 Åmot,,,,,"272 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98516883,519000,Volkswagen Tiguan,3515 Hønefoss,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98516939,625000,Mercedes-Benz GLC,0805 Oslo,,,,,"618 936,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98515677,129255,Volkswagen Caddy Maxi,7656 Verdal,,,,,"128 000,-",,,,,,,,,,,,,,"1 255,-",,,Ikke inklusiv,,,,
,,98512669,32614,Peugeot 307,4322 Sandnes,,,,,"30 000,-",,,,,,,,,,,,,,"2 614,-",,,Inklusiv,,,,
,,98516917,199000,Nissan Juke,6517 Kristiansund,,,,,,,,,,,,,,,,,,,Ikke oppgitt,,,Ikke inklusiv,,,,
,,98516923,275000,Ford Mondeo,6517 Kristiansund,,,,,"271 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98516914,199000,Skoda Fabia,8514 Narvik,,,,,,,,,,,,,,,,,,,Fritatt,,,Ikke inklusiv,,,,
,,98516858,49000,Kia Carnival,2390 Moelv,,,,,"47 431,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98516636,169660,Toyota Verso,1081 Oslo,,,,,"166 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98597845,563660,Audi Q5,0756 Oslo,,,,,"560 000,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98514347,245660,Audi Q5,0489 Oslo,,,,,"242 000,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98516832,179000,Peugeot 5008,6517 Kristiansund,,,,,"175 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98516814,159900,Volkswagen UP!,1396 Billingstad,,,,,"155 927,-",,,,,,,,,,,,,,"3 973,-",,,Ikke inklusiv,,,,
,,98516711,119000,Volkswagen Passat,3515 Hønefoss,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98510413,159000,Ford Mondeo,3516 Hønefoss,,,,,"155 340,-",,,,,,,,,,,,,,"3 660,-",,,Inklusiv,,,,
,,98516767,299900,Volkswagen Golf,1396 Billingstad,,,,,"293 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98516792,999900,Volvo XC 90,7047 Trondheim,,,,,"993 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98515767,495000,Tesla Model S,5178 Loddefjord,,,,,"488 936,-",,,,,,,,,,,,,,"6 064,-",,,Inklusiv,,,,
,,98516720,164900,Audi A1,1396 Billingstad,,,,,"162 286,-",,,,,,,,,,,,,,"2 614,-",,,Ikke inklusiv,,,,
,,98503289,28569,Volkswagen Touran,5131 Nyborg,,,,,"27 000,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,93768226,230000,Toyota Land Cruiser,1940 Bjørkelangen,,,,,,,,,,,,,,,,,,,Fritatt,,,Inklusiv,,,,
,,98516673,679900,Audi A6,1396 Billingstad,,,,,"673 836,-",,,,,,,,,,,,,,"6 064,-",,,Ikke inklusiv,,,,
,,98515509,29000,Toyota Yaris,1473 Lørenskog,,,,,"27 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98516638,139000,Peugeot 3008,5235 Rådal,,,,,"135 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,98516623,249000,Ford S-MAX,1850 Mysen,,,,,"245 340,-",,,,,,,,,,,,,,"3 660,-",,,Ikke inklusiv,,,,
,,90933012,29969,Volvo V70,4836 Arendal,,,,,"28 400,-",,,,,,,,,,,,,,"1 569,-",,,Ikke inklusiv,,,,
,,98510265,190000,Mercedes-Benz CLS,6900 Florø,,,,,"188 431,-",,,,,,,,,,,,,,"1 569,-",,,Inklusiv,,,,
,,98516595,149000,Nissan Pathfinder,7072 Heimdal,,,,,,,,,,,,,,,,,,,Ikke oppgitt,,,Ikke inklusiv,,,,
